Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,categorical infant deaths,Alcohol,percentage expenditure,categorical percentage expenditure,Hepatitis B,Measles ,categorical Measles, BMI ,under-five deaths ,categorical under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,categorical Income composition of resources,Schooling
Lesotho,2005,Developing,44.5,675,5,f3-30,2.67,57.90369752,f0-100,87,0,0,27.4,6,f3-30,88,6.3,89,34.8,862.9463118,1949543,9.3,9.2,0.437,f0-0.5,10.7
Greece,2004,Developing,79.2,81,0,0,9.56,287.6124519,f100-1000,92,1,f1-10,59.9,1,f1-2,95,8.3,95,0.1,21955.149,1955141,0.8,0.8,0.83,f0.5-1,15.3
Senegal,2004,Developing,59.7,247,24,f3-30,0.35,66.02236299,f0-100,54,31,10+,19.1,42,30+,87,5.68,87,0.7,733.581811,1955944,11.6,11.5,0.408,f0-0.5,6.2
Syrian Arab Republic,2007,Developing,73.8,121,8,f3-30,0.83,17.98136184,f0-100,83,403,10+,49.4,9,f3-30,83,3.72,8,0.1,258.3529,1963286,6.4,6.2,0.644,f0.5-1,11.5
Greece,2013,Developing,86,74,0,0,7.46,2183.106986,1000+,98,3,f1-10,65.4,0,0,99,9.26,99,0.1,21874.8195,1965211,0.8,0.7,0.86,f0.5-1,17.1
Lesotho,2006,Developing,45.3,654,5,f3-30,2.61,71.15577609,f0-100,91,1,f1-10,27.9,6,f3-30,88,7.12,89,34.1,915.775754,1965662,8.8,8.7,0.437,f0-0.5,10.7
Botswana,2009,Developing,59.2,393,2,f1-2,5.01,426.7855662,f100-1000,94,184,10+,34.7,3,f3-30,96,6.39,96,9,5185.729845,1979882,8.4,8.2,0.661,f0.5-1,12.2
Lesotho,2007,Developing,46.2,633,4,f3-30,2.69,9.18432717,f0-100,9,2,f1-10,28.3,6,f3-30,87,8.47,88,30,918.432717,1982287,8.4,8.3,0.44,f0-0.5,10.6
Greece,2005,Developing,79.3,81,0,0,9.95,2785.139364,1000+,93,122,10+,6.5,1,f1-2,96,9.36,96,0.1,22551.73574,1987314,0.8,0.7,0.839,f0.5-1,15.6
Cameroon,2010,Developing,55.3,37,53,30+,6.15,100.8987451,f100-1000,84,240,10+,26,82,30+,83,5.28,84,5.5,1182.869227,1997495,6.1,6.2,0.48,f0-0.5,9.7
Madagascar,2010,Developing,63.3,248,32,30+,1.03,76.60442169,f0-100,7,1,f1-10,18,45,30+,7,4.86,7,0.5,412.739341,2115164,7.6,7.5,0.503,f0.5-1,10.2
Lesotho,2013,Developing,52.1,518,4,f3-30,0.01,153.3443147,f100-1000,93,516,10+,31.4,6,f3-30,9,11.7,93,9.6,1196.1335,2117361,6.1,5.9,0.484,f0-0.5,11.1
Indonesia,2001,Developing,66.5,188,182,30+,0.06,33.95837125,f0-100,62,3825,10+,16,229,30+,77,2.23,76,0.1,747.9817455,2145652,11,11.1,0.604,f0.5-1,10.6
Lesotho,2014,Developing,52.1,522,4,f3-30,0.01,162.1278115,f100-1000,93,0,0,32,6,f3-30,9,1.62,93,9.4,1174.839214,2145785,5.8,5.6,0.491,f0-0.5,10.8
Botswana,2014,Developing,65.1,268,2,f1-2,0.01,662.802194,f100-1000,95,1,f1-10,37.3,2,f1-2,96,5.41,95,2.3,7497.762376,2168573,6.7,6.4,0.697,f0.5-1,12.6
Indonesia,2002,Developing,66.7,189,177,30+,0.05,43.17867291,f0-100,63,14492,10+,16.7,222,30+,8,2.27,7,0.1,899.5556857,2175859,11,11.1,0.608,f0.5-1,10.6
Angola,2008,Developing,48.7,371,84,30+,7.07,249.9101958,f100-1000,69,265,10+,19.3,133,30+,65,3.84,69,2.6,3868.578883,2175942,9.5,9.4,0.468,f0-0.5,8.1
Cameroon,2012,Developing,55.9,369,50,30+,0.01,68.55839112,f0-100,85,609,10+,27.2,76,30+,85,4.34,85,4.6,1255.648189,2182383,5.9,5.9,0.496,f0-0.5,10.4
Namibia,2011,Developing,64.3,268,3,f3-30,7.84,7.896234931,f0-100,82,79,10+,32.5,4,f3-30,85,8.78,82,4.7,56.971392,2215621,9.9,9.9,0.612,f0.5-1,11.5
Cameroon,2014,Developing,56.7,366,47,30+,0.01,61.39263642,f0-100,87,831,10+,28.4,71,30+,86,4.1,87,3.7,1441.1417,2223994,5.7,5.7,0.507,f0.5-1,10.4
Brazil,2013,Developing,74.7,146,46,30+,7.24,916.270845,f100-1000,96,220,10+,54.5,52,30+,96,8.48,97,0.1,12216.9446,2248632,2.8,2.7,0.734,f0.5-1,14.2
Namibia,2012,Developing,65.8,232,3,f3-30,0.01,796.8734263,f100-1000,84,86,10+,33.3,4,f3-30,84,8.24,84,3.7,5749.44752,2263934,9.5,9.4,0.619,f0.5-1,11.5
Malaysia,2000,Developing,72.4,149,4,f3-30,0.54,23.37167228,f0-100,97,6187,10+,26,5,f3-30,98,3.4,98,0.1,445.17471,2318568,9.8,9.6,0.715,f0.5-1,11.6
Ghana,2008,Developing,63,275,41,30+,1.78,161.0106435,f100-1000,93,82,10+,24.2,61,30+,92,4.85,93,2.2,1224.41554,2329864,7.5,7.4,0.53,f0.5-1,9.8
Mozambique,2009,Developing,53.8,4,70,30+,1.18,39.75216936,f0-100,74,60,10+,2.1,101,30+,74,5.43,74,11.3,463.852618,2352463,3.7,3.6,0.382,f0-0.5,9.2
Madagascar,2014,Developing,65.1,225,29,f3-30,0.01,5.339065673,f0-100,73,3,f1-10,2,39,30+,73,3.4,73,0.3,452.4631926,2358981,7.2,7.1,0.509,f0.5-1,10.3
Afghanistan,2003,Developing,56.7,295,87,30+,0.01,11.08905273,f0-100,65,798,10+,13.4,122,30+,41,8.82,41,0.1,198.7285436,2364851,19.7,19.9,0.373,f0-0.5,6.5
Malaysia,2001,Developing,72.7,144,4,f3-30,0.53,210.2417002,f100-1000,95,2198,10+,27,5,f3-30,95,3.4,96,0.1,3915.11546,2369897,9.7,9.4,0.725,f0.5-1,11.9
Ghana,2009,Developing,66,271,41,30+,1.76,30.72290501,f0-100,94,101,10+,24.9,60,30+,94,5.17,94,2.1,186.76538,2393831,7.3,7.2,0.542,f0.5-1,10.4
Mongolia,2000,Developing,62.8,274,2,f1-2,2.79,56.431387,f0-100,93,925,10+,38.5,3,f3-30,94,4.92,94,0.1,474.2133361,2397436,2.6,2.6,0.582,f0.5-1,8.9
Mongolia,2001,Developing,63.2,266,2,f1-2,2.87,61.84921903,f0-100,95,10677,10+,39.1,3,f3-30,95,5.45,95,0.1,524.145924,2419776,2.5,2.6,0.588,f0.5-1,9.4
Mozambique,2010,Developing,54,47,69,30+,0.96,5.743393664,f0-100,74,2321,10+,2.5,98,30+,73,5.38,74,10.8,419.2258149,2422145,3.7,3.6,0.39,f0-0.5,9.3
Mongolia,2002,Developing,63.8,263,2,f1-2,2.43,55.60878216,f0-100,98,1205,10+,39.8,2,f1-2,98,5.81,98,0.1,571.51883,2443659,2.4,2.5,0.599,f0.5-1,10.1
Ghana,2003,Developing,57.9,38,41,30+,1.53,31.09435342,f0-100,8,1939,10+,21.2,63,30+,8,3.12,8,3.4,373.2815537,2446782,8.6,8.5,0.489,f0-0.5,7.9
Ghana,2010,Developing,69,267,40,30+,1.69,195.9824626,f100-1000,94,641,10+,25.5,59,30+,94,5.33,94,1.9,1312.67557,2451214,7.1,7,0.547,f0.5-1,10.5
Malaysia,2003,Developing,73.1,138,3,f3-30,0.48,264.2496129,f100-1000,95,632,10+,28.8,4,f3-30,96,3.95,96,0.1,4463.675893,2468873,9.3,9.1,0.724,f0.5-1,12.1
Mongolia,2003,Developing,64,271,2,f1-2,1.31,56.05686428,f0-100,98,18,10+,4.5,2,f1-2,98,6.18,98,0.1,646.561295,2469286,2.4,2.5,0.609,f0.5-1,10.5
Nepal,2003,Developing,64.3,22,38,30+,0.2,2.79096532,f0-100,2,13344,10+,12.9,50,30+,76,5.48,78,0.1,253.72412,2495623,18,18.6,0.457,f0-0.5,9.2
Mongolia,2004,Developing,64,284,2,f1-2,1.75,73.24150483,f0-100,98,0,0,41.3,2,f1-2,99,5.99,99,0.1,797.8377432,2496832,2.3,2.4,0.621,f0.5-1,11.2
Malaysia,2004,Developing,73.2,137,3,f3-30,0.49,315.6639322,f100-1000,94,5729,10+,29.8,4,f3-30,95,3.74,95,0.1,4955.477743,2517419,9.2,8.9,0.731,f0.5-1,12.7
Mongolia,2005,Developing,64.5,274,2,f1-2,2.75,98.68367951,f0-100,98,0,0,42.1,2,f1-2,99,5.9,99,0.1,998.8226671,2526446,2.3,2.4,0.637,f0.5-1,11.8
Uzbekistan,2002,Developing,67.1,186,27,f3-30,1.47,24.99438738,f0-100,62,25,10+,35.9,32,30+,99,5.44,99,0.2,383.3494997,2527185,3.3,3.3,0.6,f0.5-1,11
Nepal,2004,Developing,64.7,218,35,30+,0.21,31.93187316,f0-100,27,12074,10+,13.4,47,30+,8,5.82,8,0.2,287.4156,2539449,17.8,18.4,0.463,f0-0.5,9.3
Uzbekistan,2003,Developing,67.2,183,25,f3-30,1.54,28.52135777,f0-100,99,85,10+,36.4,30,f3-30,99,5.17,98,0.3,396.129969,2556765,3.3,3.3,0.607,f0.5-1,11.3
Nepal,2005,Developing,65.4,28,33,30+,0.2,4.259752532,f0-100,41,5023,10+,13.9,44,30+,78,5.72,75,0.2,317.89198,2564287,17.6,18.2,0.469,f0-0.5,9.4
Mozambique,2012,Developing,54.8,48,64,30+,1.19,49.90987221,f0-100,76,145,10+,21.3,90,30+,73,5.58,76,6.9,566.513873,2567666,3.6,3.5,0.4,f0-0.5,9.2
Madagascar,2009,Developing,62.8,254,33,30+,0.91,71.16601203,f0-100,77,0,0,17.6,47,30+,76,4.7,77,0.5,415.6893226,2569121,7.7,7.6,0.5,f0-0.5,9.7
Uganda,2002,Developing,48.8,523,112,30+,10.42,2.690897842,f0-100,29,49871,10+,13.6,181,30+,57,7.78,57,10,24.2423229,2571848,6.8,6.8,0.404,f0-0.5,11
Ghana,2012,Developing,61.6,257,39,30+,0.01,151.899429,f100-1000,92,1613,10+,26.7,56,30+,91,4.79,92,0.9,1629.8222,2573349,6.7,6.6,0.563,f0.5-1,11.2
Uzbekistan,2004,Developing,67.8,183,24,f3-30,1.59,34.41887163,f0-100,99,75,10+,37,29,f3-30,99,5.11,99,0.3,465.1198869,2586435,3.2,3.2,0.613,f0.5-1,11.6
Afghanistan,2006,Developing,57.3,295,84,30+,0.03,17.17151751,f0-100,64,1990,10+,14.7,116,30+,58,7.43,58,0.1,272.56377,2589345,19.2,19.3,0.405,f0-0.5,8.1
Nepal,2006,Developing,66,21,31,30+,0.2,45.87989927,f0-100,69,2838,10+,14.4,41,30+,91,5.7,89,0.2,348.6314534,2594618,17.4,18,0.476,f0-0.5,9.6
Angola,2013,Developing,51.1,355,69,30+,8.1,35.95857279,f0-100,77,8523,10+,22.1,105,30+,67,4.26,77,2.3,484.616884,2599834,8.6,8.5,0.523,f0.5-1,11.4
Mongolia,2008,Developing,67.4,225,2,f1-2,4.26,181.0123284,f100-1000,96,31,10+,44.9,2,f1-2,95,5.58,96,0.1,2139.625631,2628131,2.2,2.3,0.673,f0.5-1,13.4
Iraq,2004,Developing,67.2,21,30,f3-30,0.32,44.12059646,f0-100,62,9081,10+,51.9,37,30+,69,5.61,74,0.1,1391.816923,2631669,5.4,5.2,0.603,f0.5-1,9.8
Uzbekistan,2006,Developing,67.6,185,23,f3-30,1.96,77.27092119,f0-100,98,823,10+,38.1,27,f3-30,94,5.49,96,0.4,654.2838373,2648825,3.2,3.2,0.626,f0.5-1,11.8
Uganda,2003,Developing,51,53,109,30+,10.16,4.426792406,f0-100,44,29429,10+,13.9,173,30+,57,7.54,59,9.4,237.9995917,2662482,6.7,6.7,0.418,f0-0.5,11.5
Mongolia,2009,Developing,66.9,235,1,f1-2,4.61,134.1678932,f100-1000,97,8,f1-10,45.9,2,f1-2,96,5.29,95,0.1,1717.898761,2668289,2.2,2.3,0.686,f0.5-1,13.8
Nepal,2009,Developing,67.5,183,25,f3-30,0.22,6.19357029,f0-100,89,189,10+,15.9,32,30+,93,6.41,89,0.2,48.7299,2674113,16.9,17.4,0.502,f0.5-1,10.5
Angola,2014,Developing,51.7,348,67,30+,8.33,23.965612,f0-100,64,11699,10+,22.7,101,30+,68,3.31,64,2,479.31224,2692466,8.5,8.3,0.527,f0.5-1,11.4
Malaysia,2008,Developing,73.8,132,3,f3-30,0.47,438.4519214,f100-1000,97,334,10+,33.4,4,f3-30,97,3.47,97,0.1,8513.629541,2711169,8.5,8.3,0.747,f0.5-1,12.5
Jamaica,2003,Developing,73.1,166,1,f1-2,3.48,155.5884677,f100-1000,36,0,0,44.5,1,f1-2,99,4.56,96,2.3,3465.221998,2712511,1.9,1.8,0.694,f0.5-1,11.9
Nepal,2010,Developing,68,178,23,f3-30,0.24,84.62302524,f0-100,82,190,10+,16.4,30,f3-30,83,6.43,82,0.2,592.1835216,2723137,16.7,17.2,0.515,f0.5-1,11.1
Jamaica,2004,Developing,73.3,165,1,f1-2,3.67,192.3226305,f100-1000,98,0,0,45.4,1,f1-2,97,4.8,98,2.3,3719.97351,2728777,1.9,1.8,0.689,f0.5-1,11.1
Afghanistan,2008,Developing,58.1,287,80,30+,0.03,25.87392536,f0-100,64,1599,10+,15.7,110,30+,64,8.33,64,0.1,373.3611163,2729431,18.8,18.9,0.433,f0-0.5,8.7
Jamaica,2005,Developing,73.5,161,1,f1-2,3.59,16.97511622,f0-100,99,0,0,46.3,1,f1-2,99,4.7,99,1.9,482.24762,2744673,1.9,1.7,0.706,f0.5-1,12.4
Mongolia,2011,Developing,67.3,235,1,f1-2,0.01,257.8403154,f100-1000,99,0,0,48,2,f1-2,99,4.45,99,0.1,3769.595255,2761516,2.2,2.3,0.701,f0.5-1,14.6
Malaysia,2009,Developing,74,131,3,f3-30,0.47,431.5452472,f100-1000,96,153,10+,34.4,4,f3-30,97,3.97,97,0.1,7326.744435,2765383,8.3,8.2,0.756,f0.5-1,12.6
Jamaica,2007,Developing,74.2,148,1,f1-2,3.64,25.62349238,f0-100,92,0,0,48.1,1,f1-2,94,4.87,92,0.9,462.517913,2775467,1.9,1.7,0.714,f0.5-1,12.5
Nepal,2013,Developing,69.3,162,19,f3-30,0.27,80.15505125,f0-100,92,1861,10+,18,24,f3-30,92,5.69,92,0.1,688.6172788,2798531,16.1,16.5,0.545,f0.5-1,12.3
Mongolia,2012,Developing,67.8,231,1,f1-2,0.01,253.8285861,f100-1000,99,0,0,49.2,2,f1-2,99,4.22,99,0.1,4368.82248,2814226,2.2,2.3,0.712,f0.5-1,14.7
Jamaica,2011,Developing,75.2,139,1,f1-2,3.58,33.17529686,f0-100,92,1,f1-10,51.2,1,f1-2,93,5.21,92,0.6,513.549487,2829493,1.8,1.7,0.722,f0.5-1,12.8
Iraq,2007,Developing,65.9,227,31,30+,0.14,146.7606488,f100-1000,56,230,10+,53.8,38,30+,74,3.69,57,0.1,3129.224922,2839433,5.4,5.1,0.636,f0.5-1,10.2
Uganda,2005,Developing,53.2,446,99,30+,10.09,44.52614001,f0-100,64,22,10+,14.5,155,30+,59,9.36,64,8.7,315.788227,2854394,6.5,6.5,0.429,f0-0.5,10.9
Peru,2008,Developing,73.9,138,11,f3-30,4.85,58.4989742,f0-100,93,1,f1-10,5.8,14,f3-30,93,4.73,93,0.3,428.87811,2864198,1.2,1.2,0.7,f0.5-1,13.2
Armenia,2011,Developing,73.9,128,1,f1-2,4.09,260.9963826,f100-1000,95,0,0,51.9,1,f1-2,96,3.71,95,0.1,3526.978143,2875581,2,2.1,0.729,f0.5-1,12.7
Armenia,2010,Developing,73.5,132,1,f1-2,4.23,224.3212014,f100-1000,94,2,f1-10,51.2,1,f1-2,96,4.56,94,0.1,3218.381655,2877311,2,2.1,0.72,f0.5-1,12.3
Armenia,2012,Developing,74.4,121,1,f1-2,3.89,274.1526986,f100-1000,95,0,0,52.6,1,f1-2,96,4.48,95,0.1,3684.8481,2881922,2,2.1,0.732,f0.5-1,12.7
Afghanistan,2010,Developing,58.8,279,74,30+,0.01,79.67936736,f0-100,66,1989,10+,16.7,102,30+,66,9.2,66,0.1,553.32894,2883167,18.4,18.4,0.448,f0-0.5,9.2
Armenia,2009,Developing,73.3,137,1,f1-2,3.96,201.1855461,f100-1000,93,0,0,5.7,1,f1-2,94,4.55,93,0.1,2993.832531,2888584,2,2.1,0.725,f0.5-1,11.9
Malaysia,2012,Developing,74.5,129,3,f3-30,0.53,101.609245,f100-1000,97,1868,10+,37.4,4,f3-30,97,4.1,97,0.1,1779.49641,2917456,7.9,7.7,0.776,f0.5-1,12.9
Mongolia,2014,Developing,68.4,225,1,f1-2,0.01,281.0023992,f100-1000,99,0,0,51.5,1,f1-2,99,4.73,99,0.1,4181.583321,2923896,2.2,2.3,0.729,f0.5-1,14.8
Albania,2009,Developing,76.1,91,1,f1-2,5.79,348.0559517,f100-1000,98,0,0,53.5,1,f1-2,98,5.79,98,0.1,4114.136545,2927519,1.5,1.6,0.721,f0.5-1,12.2
Albania,2008,Developing,75.3,1,1,f1-2,5.61,36.62206845,f0-100,99,0,0,52.6,1,f1-2,99,5.87,99,0.1,437.539647,2947314,1.6,1.6,0.713,f0.5-1,12
Uganda,2006,Developing,54.9,41,93,30+,9.81,50.83901418,f0-100,64,5736,10+,14.8,145,30+,62,9.86,64,8.6,336.4593923,2955662,6.4,6.4,0.434,f0-0.5,10.6
Afghanistan,2001,Developing,55.3,316,88,30+,0.01,10.5747282,f0-100,63,8762,10+,12.6,122,30+,35,7.8,33,0.1,117.49698,2966463,2.1,2.4,0.34,f0-0.5,5.9
Malaysia,2013,Developing,74.6,128,3,f3-30,0.53,110.6779711,f100-1000,96,195,10+,38.5,4,f3-30,97,4.2,97,0.1,1882.27842,2976724,7.8,7.6,0.779,f0.5-1,12.9
Afghanistan,2011,Developing,59.2,275,71,30+,0.01,7.097108703,f0-100,68,3013,10+,17.2,97,30+,68,7.87,68,0.1,63.537231,2978599,18.2,18.2,0.454,f0-0.5,9.5
Armenia,2005,Developing,73,137,1,f1-2,4.25,20.21822828,f0-100,91,2281,10+,48.8,1,f1-2,92,5.25,9,0.1,1643.758397,2981259,2,2.1,0.679,f0.5-1,10.9
Ghana,2004,Developing,58.3,34,41,30+,1.46,53.23775977,f0-100,8,60,10+,21.8,62,30+,81,3.96,8,3.2,423.1936389,2986536,8.4,8.3,0.491,f0-0.5,7.7
Albania,2006,Developing,74.2,99,1,f1-2,5.31,3.3021542,f0-100,98,68,10+,5.8,1,f1-2,97,5.86,97,0.1,35.1293,2992547,1.7,1.8,0.696,f0.5-1,11.4
Angola,2007,Developing,48.2,375,87,30+,6.35,184.8213446,f100-1000,73,1014,10+,18.8,138,30+,75,3.38,73,2.6,2878.837144,2997687,9.6,9.6,0.454,f0-0.5,7.7
Panama,2002,Developing,75.7,125,1,f1-2,5.52,78.80940216,f0-100,98,0,0,47.8,2,f1-2,99,8.3,99,0.2,4126.14671,3149265,2.3,2.2,0.725,f0.5-1,12.6
Peru,2012,Developing,74.9,129,9,f3-30,5.14,885.9858185,f100-1000,95,0,0,53.6,11,f3-30,94,5.18,95,0.1,6387.785281,3158966,1.1,1.1,0.725,f0.5-1,13.4
Iraq,2011,Developing,77,144,32,30+,0.17,285.119726,f100-1000,77,15,10+,56.5,39,30+,8,3.32,79,0.1,5854.614497,3172753,5.3,5.1,0.649,f0.5-1,10.4
Morocco,2004,Developing,72,142,23,f3-30,0.56,100.3638322,f100-1000,95,6399,10+,48.2,27,f3-30,97,5.22,97,0.1,1948.812275,3179285,6.5,6.4,0.561,f0.5-1,9.6
Lebanon,2000,Developing,72.7,112,1,f1-2,2.26,404.3879434,f100-1000,83,5,f1-10,57.9,1,f1-2,83,1.86,83,0.1,5334.93329,3235366,4.9,4.8,0,0,14.9
Morocco,2010,Developing,72.8,11,20,f3-30,0.56,183.6592186,f100-1000,98,633,10+,53.6,23,f3-30,99,5.86,99,0.1,2834.2472,3249639,6.3,6.2,0.603,f0.5-1,10.7
Panama,2004,Developing,75.8,123,1,f1-2,5.69,527.60848,f100-1000,95,0,0,49.5,2,f1-2,92,8.9,95,0.2,4591.892776,3269541,2.2,2.1,0.733,f0.5-1,12.8
Algeria,2004,Developing,72.3,14,19,f3-30,0.45,220.393699,f100-1000,81,3289,10+,47.9,23,f3-30,86,3.54,86,0.1,2598.9823,3283196,6.2,6.1,0.673,f0.5-1,11.7
Mauritania,2007,Developing,61.2,219,8,f3-30,0.02,7.35400072,f0-100,74,11,10+,25.5,12,f3-30,75,3.54,75,1.3,113.3128,3312665,9.4,9.1,0.475,f0-0.5,7.4
Uruguay,2000,Developing,75.1,131,1,f1-2,6.65,645.9583816,f100-1000,92,0,0,55,1,f1-2,92,7.82,9,0.1,6871.897677,3321245,1.8,1.7,0.738,f0.5-1,14
Uruguay,2005,Developing,75.7,123,1,f1-2,6.35,152.5448405,f100-1000,96,0,0,58.3,1,f1-2,96,11.15,96,0.1,522.951116,3325612,1.6,1.6,0.753,f0.5-1,15.5
Uruguay,2003,Developing,75.4,121,1,f1-2,5.11,160.8400141,f100-1000,91,0,0,57,1,f1-2,91,6.52,91,0.1,3622.52284,3325637,1.7,1.6,0.747,f0.5-1,15
Uruguay,2002,Developing,75.4,124,1,f1-2,5.86,27.46880965,f0-100,95,0,0,56.3,1,f1-2,93,7.18,95,0.1,488.768855,3327773,1.7,1.7,0.746,f0.5-1,14.7
Uruguay,2007,Developing,75.4,124,1,f1-2,6.67,14.47305874,f0-100,94,0,0,59.5,1,f1-2,94,8.23,94,0.1,79.69746,3339741,1.6,1.5,0.76,f0.5-1,15.3
Lebanon,2001,Developing,73,11,1,f1-2,2.19,510.6035166,f100-1000,8,8,f1-10,58.6,1,f1-2,8,1.9,8,0.1,5253.122599,3359859,4.9,4.7,0,0,15
Uruguay,2009,Developing,76.6,118,0,0,6.67,1871.736563,1000+,95,0,0,6.7,1,f1-2,95,8.78,95,0.1,9415.17386,3362755,1.5,1.5,0.774,f0.5-1,15.5
Uruguay,2010,Developing,76.3,118,0,0,6.21,2331.532804,1000+,95,0,0,61.2,1,f1-2,95,8.63,95,0.1,11938.212,3374415,1.5,1.5,0.777,f0.5-1,15.6
Uruguay,2011,Developing,77,111,0,0,5.97,417.9117441,f100-1000,95,0,0,61.8,1,f1-2,95,8.55,95,0.1,14166.4998,3385624,1.5,1.5,0.78,f0.5-1,15.5
Uruguay,2012,Developing,76.5,118,0,0,5.77,339.7190493,f100-1000,95,0,0,62.3,0,0,95,8.74,95,0.1,1592.6819,3396777,1.5,1.5,0.784,f0.5-1,15.5
Kenya,2003,Developing,52.4,437,74,30+,1.49,35.85204668,f0-100,73,65,10+,15.5,115,30+,75,4.45,73,14.5,436.6875357,3413852,8.8,8.8,0.45,f0-0.5,8.2
Uruguay,2014,Developing,76.8,117,0,0,6.03,463.6397821,f100-1000,95,0,0,63.4,0,0,95,8.58,95,0.1,16737.89827,3419546,1.5,1.4,0.791,f0.5-1,15.5
Morocco,2014,Developing,74.1,96,18,f3-30,0.43,198.7343495,f100-1000,99,10,f1-10,57.5,21,f3-30,99,5.91,99,0.1,3154.513484,3431882,6.4,6.2,0.64,f0.5-1,12.1
Canada,2011,Developing,81.5,68,2,f1-2,8.2,971.9280384,f100-1000,7,803,10+,64.7,2,f1-2,87,1.82,87,0.1,5282.2176,3434278,0.5,0.5,0.903,f0.5-1,15.9
Canada,2012,Developing,81.6,68,2,f1-2,8.3,9748.636237,1000+,7,10,f1-10,65.3,2,f1-2,99,1.78,95,0.1,52496.69487,3475545,0.5,0.5,0.907,f0.5-1,15.9
Algeria,2008,Developing,74.1,126,20,f3-30,0.46,43.08717334,f0-100,91,217,10+,51.8,23,f3-30,92,4.2,93,0.1,495.254866,3486715,6,5.9,0.697,f0.5-1,12.6
Panama,2008,Developing,76.5,127,1,f1-2,6.74,956.8229765,f100-1000,86,0,0,52.7,2,f1-2,86,6.75,86,0.1,6973.9284,3516268,2,2,0.75,f0.5-1,12.8
Lebanon,2002,Developing,73.2,17,1,f1-2,1.98,70.13207838,f0-100,77,36,10+,59.1,1,f1-2,77,1.5,77,0.1,5436.595223,3522837,4.8,4.7,0,0,15.2
Algeria,2009,Developing,74.4,123,20,f3-30,0.5,352.0636419,f100-1000,94,107,10+,52.8,23,f3-30,94,5.36,95,0.1,3868.83123,3546576,6,5.9,0.705,f0.5-1,13.1
Peru,2013,Developing,75.3,125,8,f3-30,5.38,946.6521165,f100-1000,88,0,0,54.2,11,f3-30,71,5.23,88,0.1,6583.116248,3565716,1.1,1.1,0.731,f0.5-1,13.4
Kenya,2004,Developing,53,432,72,30+,1.43,36.29775249,f0-100,73,20,10+,15.9,112,30+,73,4.29,73,13.2,458.8843551,3574931,8.7,8.6,0.461,f0-0.5,8.9
Panama,2009,Developing,76.8,127,1,f1-2,6.87,1092.155356,1000+,85,0,0,53.4,2,f1-2,85,7.56,85,0.1,7429.628274,3579385,2,1.9,0.755,f0.5-1,12.8
Uganda,2011,Developing,59.3,347,76,30+,10.22,94.49686776,f0-100,82,3312,10+,16.7,114,30+,82,9.9,82,6.8,584.3962137,3593648,5.9,5.9,0.477,f0-0.5,10.7
Eritrea,2002,Developing,58.5,343,7,f3-30,0.83,0.703132179,f0-100,86,460,10+,13.1,10,f3-30,92,4.2,9,1.9,21.7687981,3614639,9.9,9.9,0,0,4.4
Uganda,2012,Developing,60,339,73,30+,0.01,92.88697859,f0-100,78,2027,10+,17.2,109,30+,82,7.58,78,4.6,647.74741,3636796,5.8,5.8,0.477,f0-0.5,10
Panama,2010,Developing,76.5,122,1,f1-2,6.94,1199.319976,1000+,94,0,0,54.2,2,f1-2,95,8.5,94,0.1,7937.259931,3643222,2,1.9,0.756,f0.5-1,12.8
Kenya,2005,Developing,54.1,412,70,30+,1.82,39.55677502,f0-100,76,153,10+,16.4,108,30+,7,4.36,76,11.6,519.7999346,3648288,8.6,8.5,0.474,f0-0.5,9.6
Liberia,2008,Developing,58.6,281,10,f3-30,3.88,40.03344077,f0-100,64,1,f1-10,23.4,14,f3-30,79,11.83,75,2.4,232.61732,3662993,7.7,7.6,0.394,f0-0.5,9.8
Bosnia and Herzegovina,2011,Developing,76.9,92,0,0,4.64,7.959131146,f0-100,88,10,f1-10,53.7,0,0,89,9.71,88,0.1,55.156834,3688865,2.6,2.5,0.711,f0.5-1,13.4
Afghanistan,2012,Developing,59.5,272,69,30+,0.01,78.1842153,f0-100,67,2787,10+,17.6,93,30+,67,8.52,67,0.1,669.959,3696958,17.9,18,0.463,f0-0.5,9.8
Mauritania,2011,Developing,62.2,212,8,f3-30,0.01,79.27658464,f0-100,75,234,10+,28.1,12,f3-30,73,2.87,75,1.2,1393.261593,3717672,8.5,8.3,0.487,f0-0.5,7.7
Eritrea,2003,Developing,58.8,343,7,f3-30,0.56,6.913998013,f0-100,91,376,10+,13.3,10,f3-30,95,3.5,93,1.9,232.7945459,3738265,9.7,9.7,0,0,4.7
Bosnia and Herzegovina,2009,Developing,76.1,97,0,0,4.75,645.021302,f100-1000,9,22,10+,52.6,0,0,9,9.64,9,0.1,4697.89732,3746561,2.7,2.7,0.716,f0.5-1,13.3
Bosnia and Herzegovina,2008,Developing,76,98,0,0,5.13,66.04635027,f0-100,88,8,f1-10,52.1,0,0,92,8.58,91,0.1,575.31664,3763599,2.8,2.7,0.71,f0.5-1,13.1
Panama,2012,Developing,77.2,12,1,f1-2,6.95,201.7490628,f100-1000,85,0,0,55.6,1,f1-2,87,7.25,85,0.1,1589.82713,3772938,1.9,1.9,0.765,f0.5-1,12.8
